Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
FS,Suite of Food Security Indicators,51,Armenia,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20042006,2004-2006,g/capita/day,61.3,E,Estimated value,
FS,Suite of Food Security Indicators,51,Armenia,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20092011,2009-2011,g/capita/day,85,E,Estimated value,
FS,Suite of Food Security Indicators,51,Armenia,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20142016,2014-2016,g/capita/day,95.3,E,Estimated value,
FS,Suite of Food Security Indicators,51,Armenia,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20192021,2019-2021,g/capita/day,,O,Missing value,
FS,Suite of Food Security Indicators,36,Australia,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20042006,2004-2006,g/capita/day,138,E,Estimated value,
FS,Suite of Food Security Indicators,36,Australia,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20092011,2009-2011,g/capita/day,149.7,E,Estimated value,
FS,Suite of Food Security Indicators,36,Australia,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20142016,2014-2016,g/capita/day,159,E,Estimated value,
FS,Suite of Food Security Indicators,36,Australia,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20192021,2019-2021,g/capita/day,,O,Missing value,
FS,Suite of Food Security Indicators,40,Austria,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20042006,2004-2006,g/capita/day,156.3,E,Estimated value,
FS,Suite of Food Security Indicators,40,Austria,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20092011,2009-2011,g/capita/day,171.3,E,Estimated value,
FS,Suite of Food Security Indicators,40,Austria,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20142016,2014-2016,g/capita/day,162.3,E,Estimated value,
FS,Suite of Food Security Indicators,40,Austria,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20192021,2019-2021,g/capita/day,,O,Missing value,
FS,Suite of Food Security Indicators,31,Azerbaijan,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20042006,2004-2006,g/capita/day,49.7,E,Estimated value,
FS,Suite of Food Security Indicators,31,Azerbaijan,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20092011,2009-2011,g/capita/day,58.4,E,Estimated value,
FS,Suite of Food Security Indicators,31,Azerbaijan,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20142016,2014-2016,g/capita/day,64,E,Estimated value,
FS,Suite of Food Security Indicators,31,Azerbaijan,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20192021,2019-2021,g/capita/day,,O,Missing value,
FS,Suite of Food Security Indicators,44,Bahamas,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20042006,2004-2006,g/capita/day,92,E,Estimated value,
FS,Suite of Food Security Indicators,44,Bahamas,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20092011,2009-2011,g/capita/day,100,E,Estimated value,
FS,Suite of Food Security Indicators,44,Bahamas,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20142016,2014-2016,g/capita/day,99.3,E,Estimated value,
FS,Suite of Food Security Indicators,44,Bahamas,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20192021,2019-2021,g/capita/day,,O,Missing value,
FS,Suite of Food Security Indicators,48,Bahrain,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20042006,2004-2006,g/capita/day,,O,Missing value,
FS,Suite of Food Security Indicators,48,Bahrain,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20092011,2009-2011,g/capita/day,,O,Missing value,
FS,Suite of Food Security Indicators,48,Bahrain,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20142016,2014-2016,g/capita/day,,O,Missing value,
FS,Suite of Food Security Indicators,48,Bahrain,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20192021,2019-2021,g/capita/day,,O,Missing value,
FS,Suite of Food Security Indicators,50,Bangladesh,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20042006,2004-2006,g/capita/day,27.3,E,Estimated value,
FS,Suite of Food Security Indicators,50,Bangladesh,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20092011,2009-2011,g/capita/day,27.3,E,Estimated value,
FS,Suite of Food Security Indicators,50,Bangladesh,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20142016,2014-2016,g/capita/day,32.3,E,Estimated value,
FS,Suite of Food Security Indicators,50,Bangladesh,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20192021,2019-2021,g/capita/day,,O,Missing value,
FS,Suite of Food Security Indicators,52,Barbados,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20042006,2004-2006,g/capita/day,87.3,E,Estimated value,
FS,Suite of Food Security Indicators,52,Barbados,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20092011,2009-2011,g/capita/day,92,E,Estimated value,
FS,Suite of Food Security Indicators,52,Barbados,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20142016,2014-2016,g/capita/day,94,E,Estimated value,
FS,Suite of Food Security Indicators,52,Barbados,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20192021,2019-2021,g/capita/day,,O,Missing value,
FS,Suite of Food Security Indicators,112,Belarus,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20042006,2004-2006,g/capita/day,103,E,Estimated value,
FS,Suite of Food Security Indicators,112,Belarus,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20092011,2009-2011,g/capita/day,121.3,E,Estimated value,
FS,Suite of Food Security Indicators,112,Belarus,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20142016,2014-2016,g/capita/day,130,E,Estimated value,
FS,Suite of Food Security Indicators,112,Belarus,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20192021,2019-2021,g/capita/day,,O,Missing value,
FS,Suite of Food Security Indicators,56,Belgium,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20042006,2004-2006,g/capita/day,162,E,Estimated value,
FS,Suite of Food Security Indicators,56,Belgium,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20092011,2009-2011,g/capita/day,162.4,E,Estimated value,
FS,Suite of Food Security Indicators,56,Belgium,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20142016,2014-2016,g/capita/day,164,E,Estimated value,
FS,Suite of Food Security Indicators,56,Belgium,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20192021,2019-2021,g/capita/day,,O,Missing value,
FS,Suite of Food Security Indicators,84,Belize,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20042006,2004-2006,g/capita/day,69.4,E,Estimated value,
FS,Suite of Food Security Indicators,84,Belize,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20092011,2009-2011,g/capita/day,71.7,E,Estimated value,
FS,Suite of Food Security Indicators,84,Belize,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20142016,2014-2016,g/capita/day,70.4,E,Estimated value,
FS,Suite of Food Security Indicators,84,Belize,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20192021,2019-2021,g/capita/day,,O,Missing value,
FS,Suite of Food Security Indicators,204,Benin,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20042006,2004-2006,g/capita/day,46.6,E,Estimated value,
FS,Suite of Food Security Indicators,204,Benin,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20092011,2009-2011,g/capita/day,48.4,E,Estimated value,
FS,Suite of Food Security Indicators,204,Benin,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20142016,2014-2016,g/capita/day,51,E,Estimated value,
FS,Suite of Food Security Indicators,204,Benin,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20192021,2019-2021,g/capita/day,,O,Missing value,
FS,Suite of Food Security Indicators,60,Bermuda,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20042006,2004-2006,g/capita/day,109.3,E,Estimated value,
FS,Suite of Food Security Indicators,60,Bermuda,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20092011,2009-2011,g/capita/day,39.8,E,Estimated value,
FS,Suite of Food Security Indicators,60,Bermuda,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20142016,2014-2016,g/capita/day,,O,Missing value,
FS,Suite of Food Security Indicators,60,Bermuda,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20192021,2019-2021,g/capita/day,,O,Missing value,
FS,Suite of Food Security Indicators,64,Bhutan,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20042006,2004-2006,g/capita/day,,O,Missing value,
FS,Suite of Food Security Indicators,64,Bhutan,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20092011,2009-2011,g/capita/day,,O,Missing value,
FS,Suite of Food Security Indicators,64,Bhutan,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20142016,2014-2016,g/capita/day,,O,Missing value,
FS,Suite of Food Security Indicators,64,Bhutan,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20192021,2019-2021,g/capita/day,,O,Missing value,
FS,Suite of Food Security Indicators,68,Bolivia,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20042006,2004-2006,g/capita/day,46,E,Estimated value,
FS,Suite of Food Security Indicators,68,Bolivia,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20092011,2009-2011,g/capita/day,53.4,E,Estimated value,
FS,Suite of Food Security Indicators,68,Bolivia,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20142016,2014-2016,g/capita/day,61.7,E,Estimated value,
FS,Suite of Food Security Indicators,68,Bolivia,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20192021,2019-2021,g/capita/day,,O,Missing value,
FS,Suite of Food Security Indicators,70,Bosnia and Herzegovina,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20042006,2004-2006,g/capita/day,66.3,E,Estimated value,
FS,Suite of Food Security Indicators,70,Bosnia and Herzegovina,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20092011,2009-2011,g/capita/day,75.3,E,Estimated value,
FS,Suite of Food Security Indicators,70,Bosnia and Herzegovina,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20142016,2014-2016,g/capita/day,83.6,E,Estimated value,
FS,Suite of Food Security Indicators,70,Bosnia and Herzegovina,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20192021,2019-2021,g/capita/day,,O,Missing value,
FS,Suite of Food Security Indicators,72,Botswana,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20042006,2004-2006,g/capita/day,56.6,E,Estimated value,
FS,Suite of Food Security Indicators,72,Botswana,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20092011,2009-2011,g/capita/day,66.8,E,Estimated value,
FS,Suite of Food Security Indicators,72,Botswana,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20142016,2014-2016,g/capita/day,68.7,E,Estimated value,
FS,Suite of Food Security Indicators,72,Botswana,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20192021,2019-2021,g/capita/day,,O,Missing value,
FS,Suite of Food Security Indicators,76,Brazil,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20042006,2004-2006,g/capita/day,104,E,Estimated value,
FS,Suite of Food Security Indicators,76,Brazil,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20092011,2009-2011,g/capita/day,113.4,E,Estimated value,
FS,Suite of Food Security Indicators,76,Brazil,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20142016,2014-2016,g/capita/day,124,E,Estimated value,
FS,Suite of Food Security Indicators,76,Brazil,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20192021,2019-2021,g/capita/day,,O,Missing value,
FS,Suite of Food Security Indicators,96,Brunei Darussalam,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20042006,2004-2006,g/capita/day,79.3,E,Estimated value,
FS,Suite of Food Security Indicators,96,Brunei Darussalam,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20092011,2009-2011,g/capita/day,26,E,Estimated value,
FS,Suite of Food Security Indicators,96,Brunei Darussalam,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20142016,2014-2016,g/capita/day,,O,Missing value,
FS,Suite of Food Security Indicators,96,Brunei Darussalam,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20192021,2019-2021,g/capita/day,,O,Missing value,
FS,Suite of Food Security Indicators,100,Bulgaria,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20042006,2004-2006,g/capita/day,94,E,Estimated value,
FS,Suite of Food Security Indicators,100,Bulgaria,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20092011,2009-2011,g/capita/day,93,E,Estimated value,
FS,Suite of Food Security Indicators,100,Bulgaria,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20142016,2014-2016,g/capita/day,90.7,E,Estimated value,
FS,Suite of Food Security Indicators,100,Bulgaria,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20192021,2019-2021,g/capita/day,,O,Missing value,
FS,Suite of Food Security Indicators,854,Burkina Faso,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20042006,2004-2006,g/capita/day,56.3,E,Estimated value,
FS,Suite of Food Security Indicators,854,Burkina Faso,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20092011,2009-2011,g/capita/day,59.7,E,Estimated value,
FS,Suite of Food Security Indicators,854,Burkina Faso,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20142016,2014-2016,g/capita/day,63.3,E,Estimated value,
FS,Suite of Food Security Indicators,854,Burkina Faso,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20192021,2019-2021,g/capita/day,,O,Missing value,
FS,Suite of Food Security Indicators,108,Burundi,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20042006,2004-2006,g/capita/day,,O,Missing value,
FS,Suite of Food Security Indicators,108,Burundi,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20092011,2009-2011,g/capita/day,,O,Missing value,
FS,Suite of Food Security Indicators,108,Burundi,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20142016,2014-2016,g/capita/day,14.3,E,Estimated value,
FS,Suite of Food Security Indicators,108,Burundi,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20192021,2019-2021,g/capita/day,,O,Missing value,
FS,Suite of Food Security Indicators,132,Cape Verde,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20042006,2004-2006,g/capita/day,68.3,E,Estimated value,
FS,Suite of Food Security Indicators,132,Cape Verde,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20092011,2009-2011,g/capita/day,68.7,E,Estimated value,
FS,Suite of Food Security Indicators,132,Cape Verde,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20142016,2014-2016,g/capita/day,64.3,E,Estimated value,
FS,Suite of Food Security Indicators,132,Cape Verde,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20192021,2019-2021,g/capita/day,,O,Missing value,
FS,Suite of Food Security Indicators,116,Cambodia,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20042006,2004-2006,g/capita/day,34,E,Estimated value,
FS,Suite of Food Security Indicators,116,Cambodia,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20092011,2009-2011,g/capita/day,34.7,E,Estimated value,
FS,Suite of Food Security Indicators,116,Cambodia,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20142016,2014-2016,g/capita/day,37.3,E,Estimated value,
FS,Suite of Food Security Indicators,116,Cambodia,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20192021,2019-2021,g/capita/day,,O,Missing value,
FS,Suite of Food Security Indicators,120,Cameroon,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20042006,2004-2006,g/capita/day,50,E,Estimated value,
FS,Suite of Food Security Indicators,120,Cameroon,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20092011,2009-2011,g/capita/day,56.7,E,Estimated value,
FS,Suite of Food Security Indicators,120,Cameroon,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20142016,2014-2016,g/capita/day,56.7,E,Estimated value,
FS,Suite of Food Security Indicators,120,Cameroon,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20192021,2019-2021,g/capita/day,,O,Missing value,
FS,Suite of Food Security Indicators,124,Canada,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20042006,2004-2006,g/capita/day,144.7,E,Estimated value,
FS,Suite of Food Security Indicators,124,Canada,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20092011,2009-2011,g/capita/day,146.4,E,Estimated value,
FS,Suite of Food Security Indicators,124,Canada,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20142016,2014-2016,g/capita/day,157.3,E,Estimated value,
FS,Suite of Food Security Indicators,124,Canada,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20192021,2019-2021,g/capita/day,,O,Missing value,
FS,Suite of Food Security Indicators,140,Central African Republic,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20042006,2004-2006,g/capita/day,65.7,E,Estimated value,
FS,Suite of Food Security Indicators,140,Central African Republic,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20092011,2009-2011,g/capita/day,68.7,E,Estimated value,
FS,Suite of Food Security Indicators,140,Central African Republic,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20142016,2014-2016,g/capita/day,54.7,E,Estimated value,
FS,Suite of Food Security Indicators,140,Central African Republic,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20192021,2019-2021,g/capita/day,,O,Missing value,
FS,Suite of Food Security Indicators,148,Chad,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20042006,2004-2006,g/capita/day,57.3,E,Estimated value,
FS,Suite of Food Security Indicators,148,Chad,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20092011,2009-2011,g/capita/day,58.5,E,Estimated value,
FS,Suite of Food Security Indicators,148,Chad,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20142016,2014-2016,g/capita/day,65,E,Estimated value,
FS,Suite of Food Security Indicators,148,Chad,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20192021,2019-2021,g/capita/day,,O,Missing value,
FS,Suite of Food Security Indicators,152,Chile,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20042006,2004-2006,g/capita/day,83.3,E,Estimated value,
FS,Suite of Food Security Indicators,152,Chile,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20092011,2009-2011,g/capita/day,81.7,E,Estimated value,
FS,Suite of Food Security Indicators,152,Chile,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20142016,2014-2016,g/capita/day,90.3,E,Estimated value,
FS,Suite of Food Security Indicators,152,Chile,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20192021,2019-2021,g/capita/day,,O,Missing value,
FS,Suite of Food Security Indicators,159,China,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20042006,2004-2006,g/capita/day,81.3,E,Estimated value,
FS,Suite of Food Security Indicators,159,China,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20092011,2009-2011,g/capita/day,91.2,E,Estimated value,
FS,Suite of Food Security Indicators,159,China,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20142016,2014-2016,g/capita/day,98.2,E,Estimated value,
FS,Suite of Food Security Indicators,159,China,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20192021,2019-2021,g/capita/day,,O,Missing value,
FS,Suite of Food Security Indicators,344,Hong Kong,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20042006,2004-2006,g/capita/day,138,E,Estimated value,
FS,Suite of Food Security Indicators,344,Hong Kong,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20092011,2009-2011,g/capita/day,137,E,Estimated value,
FS,Suite of Food Security Indicators,344,Hong Kong,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20142016,2014-2016,g/capita/day,128,E,Estimated value,
FS,Suite of Food Security Indicators,344,Hong Kong,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20192021,2019-2021,g/capita/day,,O,Missing value,
FS,Suite of Food Security Indicators,446,Macau,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20042006,2004-2006,g/capita/day,120,E,Estimated value,
FS,Suite of Food Security Indicators,446,Macau,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20092011,2009-2011,g/capita/day,139.2,E,Estimated value,
FS,Suite of Food Security Indicators,446,Macau,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20142016,2014-2016,g/capita/day,150.7,E,Estimated value,
FS,Suite of Food Security Indicators,446,Macau,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20192021,2019-2021,g/capita/day,,O,Missing value,
FS,Suite of Food Security Indicators,156,"China, mainland",6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20042006,2004-2006,g/capita/day,81.3,E,Estimated value,
FS,Suite of Food Security Indicators,156,"China, mainland",6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20092011,2009-2011,g/capita/day,91.7,E,Estimated value,
FS,Suite of Food Security Indicators,156,"China, mainland",6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20142016,2014-2016,g/capita/day,98.3,E,Estimated value,
FS,Suite of Food Security Indicators,156,"China, mainland",6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20192021,2019-2021,g/capita/day,,O,Missing value,
FS,Suite of Food Security Indicators,158,Taiwan,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20042006,2004-2006,g/capita/day,130.3,E,Estimated value,
FS,Suite of Food Security Indicators,158,Taiwan,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20092011,2009-2011,g/capita/day,127.7,E,Estimated value,
FS,Suite of Food Security Indicators,158,Taiwan,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20142016,2014-2016,g/capita/day,128,E,Estimated value,
FS,Suite of Food Security Indicators,158,Taiwan,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20192021,2019-2021,g/capita/day,,O,Missing value,
FS,Suite of Food Security Indicators,170,Colombia,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20042006,2004-2006,g/capita/day,73,E,Estimated value,
FS,Suite of Food Security Indicators,170,Colombia,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20092011,2009-2011,g/capita/day,76,E,Estimated value,
FS,Suite of Food Security Indicators,170,Colombia,6123,Value,21061,Average fat supply (g/cap/day) (3-year average),20142016,2014-2016,g/capita/day,85,E,Estimated value,
